Locality,Unit,Sample,Type,Composition,Zircon,CA Temp,CA Duration (hrs),Notes,age68,2s_68,638 Rel. Unc (permille),76 Age (Ma),76 Age_unc (Ma),76 Rel. Unc (permille),Age_synth (Ma),Unc_synth (permille),U (ppm),Th/U,Pb* (pg),Pbc (pg),Pb*/Pbc,U (ng),U (pg),Lab,Year ,Reference,DOI,StudyID,1000,,
Lake City,Upper Sunshine Peak Tuff,40B,Volcanic,Trachyte,40BL5z4,,,,23.293,0.102,4.38,,,,23.293,4.378997982,,1.03,10.92,3.87,2.82,2.56,2555.09,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Upper Sunshine Peak Tuff,40B,Volcanic,Trachyte,40BL5z6,,,,23.276,0.033,1.42,,,,23.276,1.417769376,,1.08,7.71,0.45,17.03,1.78,1783.9,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Upper Sunshine Peak Tuff,40B,Volcanic,Trachyte,40BL5z8,,,,23.206,0.055,2.37,,,,23.206,2.370076704,,1.06,4.79,0.68,7.05,1.12,1116.95,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Upper Sunshine Peak Tuff,40B,Volcanic,Trachyte,40BL5z10,,,,23.268,0.072,3.09,,,,23.268,3.094378546,,0.96,3.5,0.85,4.13,0.83,832.69,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Upper Sunshine Peak Tuff,40B,Volcanic,Trachyte,40BL5z16,,,,23.284,0.074,3.18,,,,23.284,3.178148085,,1.11,3.17,0.76,4.15,0.73,726.89,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Upper Sunshine Peak Tuff,40B,Volcanic,Trachyte,40BL5z18,,,,23.268,0.072,3.09,,,,23.268,3.094378546,,1.04,1.29,0.28,4.54,0.3,301.38,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Upper Sunshine Peak Tuff,40B,Volcanic,Trachyte,40BS2z7,,,,23.265,0.066,2.84,,,,23.265,2.836879433,,1.04,1.85,0.38,4.93,0.43,432.73,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Upper Sunshine Peak Tuff,40B,Volcanic,Trachyte,40BS2z12,,,,23.255,0.083,3.57,,,,23.255,3.569124919,,0.98,1.93,0.46,4.23,0.46,457.39,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,SY2A,Plutonic,Syenite,SY2AL4z3,,,,23.248,0.049,2.11,,,,23.248,2.10770819,,0.84,3.74,0.51,7.38,0.92,917.67,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,SY2A,Plutonic,Syenite,SY2AL4z4,,,,23.363,0.099,4.24,,,,23.363,4.237469503,,1.06,0.8,0.26,3.12,0.19,185.17,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,SY2A,Plutonic,Syenite,SY2AL4z12,,,,23.314,0.132,5.66,,,,23.314,5.661834091,,0.63,10.53,5.36,1.96,2.72,2718.49,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,SY2A,Plutonic,Syenite,SY2AL5z2,,,,23.256,0.043,1.85,,,,23.256,1.848985208,,0.96,1.8,0.23,7.9,0.43,428.16,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,SY2A,Plutonic,Syenite,SY2AL5z4,,,,23.279,0.054,2.32,,,,23.279,2.319687272,,1.15,3.79,0.64,5.97,0.86,862.88,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,SY2A,Plutonic,Syenite,SY2AL5z8,,,,23.261,0.055,2.36,,,,23.261,2.364472723,,1.11,2.04,0.3,6.69,0.47,468.35,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,SY2A,Plutonic,Syenite,SY2AL5z9,,,,23.256,0.055,2.36,,,,23.256,2.36498108,,1.08,3.32,0.59,5.66,0.77,768.53,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,SY2A,Plutonic,Syenite,SY2AM3z6,,,,23.272,0.061,2.62,,,,23.272,2.621175662,,0.96,4.16,0.64,6.45,0.99,989.33,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,SY2A,Plutonic,Syenite,SY2AM3z8,,,,23.251,0.027,1.16,,,,23.251,1.161240377,,1.1,15.99,0.47,34.33,3.68,3683.97,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,SY2A,Plutonic,Syenite,SY2AM6z5,,,,23.275,0.031,1.33,,,,23.275,1.331901182,,0.9,5.6,0.36,15.4,1.35,1353.31,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,10B,Plutonic,Syenite,10BL4z4,,,,23.301,0.079,3.39,,,,23.301,3.390412429,,1.21,1.26,0.32,3.99,0.28,283.26,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,10B,Plutonic,Syenite,10BL4z5,,,,23.299,0.045,1.93,,,,23.299,1.931413365,,1.08,4.18,0.51,8.12,0.97,967.12,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,10B,Plutonic,Syenite,10BL4z9,,,,23.481,0.09,3.83,,,,23.481,3.832886163,,0.95,0.9,0.27,3.33,0.21,212.49,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,10B,Plutonic,Syenite,10BL4z11,,,,23.25,0.068,2.92,,,,23.25,2.924731183,,0.75,2.12,0.48,4.37,0.53,530.51,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,10B,Plutonic,Syenite,10BL4z13,,,,23.352,0.078,3.34,,,,23.352,3.340184995,,1.07,1.38,0.34,4.03,0.32,318.3,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,10B,Plutonic,Syenite,10BL4z17,,,,23.295,0.123,5.28,,,,23.295,5.280103026,,1.14,2.69,1.17,2.3,0.61,613.31,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,10B,Plutonic,Syenite,10BL5z2,,,,23.253,0.029,1.25,,,,23.253,1.247150905,,1.03,18.52,0.49,38.17,4.33,4332.62,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,10B,Plutonic,Syenite,10BL5z3,,,,23.268,0.069,2.97,,,,23.268,2.965446106,,1.08,2.59,0.58,4.48,0.6,599.68,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,10B,Plutonic,Syenite,10BM4z1,,,,23.29,0.077,3.31,,,,23.29,3.306139974,,1.1,2.09,0.51,4.13,0.48,481.97,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,10B,Plutonic,Syenite,10BM6z1,,,,23.282,0.044,1.89,,,,23.282,1.889872004,,0.73,2.83,0.32,8.83,0.71,712.27,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,1C,Plutonic,Syenite,1CL4z1,,,,23.287,0.026,1.12,,,,23.287,1.11650277,,0.78,7.03,0.26,27.15,1.74,1744.94,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,1C,Plutonic,Syenite,1CL4z6,,,,23.4,0.041,1.75,,,,23.4,1.752136752,,1.02,4.31,0.41,10.49,1.01,1005.75,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,1C,Plutonic,Syenite,1CL4z7,,,,23.326,0.077,3.3,,,,23.326,3.301037469,,0.88,0.49,0.12,3.95,0.12,118.12,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,1C,Plutonic,Syenite,1CL4z11,,,,23.292,0.035,1.5,,,,23.292,1.502661858,,1.07,3.67,0.31,11.72,0.85,849.35,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,1C,Plutonic,Syenite,1CL4z15,,,,23.396,0.098,4.19,,,,23.396,4.188750214,,1.02,1.71,0.58,2.95,0.4,397.72,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,1C,Plutonic,Syenite,1CL5z1,,,,23.258,0.062,2.67,,,,23.258,2.66574942,,1.03,3.62,0.74,4.92,0.85,847.51,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,1C,Plutonic,Syenite,1CL5z4,,,,23.277,0.042,1.8,,,,23.277,1.804356231,,1.09,2.78,0.31,8.94,0.64,640.23,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,1C,Plutonic,Syenite,1CL5z5,,,,23.223,0.078,3.36,,,,23.223,3.358739181,,0.9,3.97,1.06,3.74,0.96,959.47,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,1C,Plutonic,Syenite,1CM2z2,,,,23.203,0.117,5.04,,,,23.203,5.042451407,,0.79,2.47,0.79,3.12,0.61,613.41,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,1C,Plutonic,Syenite,1CM3z2,,,,23.371,0.04,1.71,,,,23.371,1.711522827,,0.9,5.02,0.52,9.6,1.2,1204.77,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,1C,Plutonic,Syenite,1CM4z5,,,,23.362,0.096,4.11,,,,23.362,4.109237223,,1,1.1,0.35,3.19,0.26,258.51,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,1C,Plutonic,Syenite,1CM4z5a,,,,23.391,0.099,4.23,,,,23.391,4.232397076,,1.01,1.11,0.34,3.25,0.26,258.53,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Syenite,1C,Plutonic,Syenite,1CM6z6,,,,23.336,0.149,6.38,,,,23.336,6.384984573,,0.99,1.03,0.54,1.93,0.24,243.35,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Monzonite/Dacite,AGQM,Plutonic,Quartz monzonite,AGQML2z3,,,,23.191,0.05,2.16,,,,23.191,2.156008797,,0.88,5.82,0.77,7.59,1.42,1415.91,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Monzonite/Dacite,AGQM,Plutonic,Quartz monzonite,AGQML2z4,,,,23.207,0.063,2.71,,,,23.207,2.714698151,,0.75,3.29,0.56,5.82,0.82,824.64,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Monzonite/Dacite,AGQM,Plutonic,Quartz monzonite,AGQML5z1,,,,23.197,0.033,1.42,,,,23.197,1.42259775,,0.85,3.69,0.18,20.48,0.9,904.36,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Monzonite/Dacite,AGQM,Plutonic,Quartz monzonite,AGQML5z6,,,,23.2,0.039,1.68,,,,23.2,1.681034483,,0.85,5.93,0.56,10.54,1.45,1451.37,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Monzonite/Dacite,AGQM,Plutonic,Quartz monzonite,AGQML5z8,,,,23.159,0.065,2.81,,,,23.159,2.806684226,,0.78,3.11,0.68,4.58,0.78,777.14,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Monzonite/Dacite,AGQM,Plutonic,Quartz monzonite,AGQML5z13,,,,23.407,0.05,2.14,,,,23.407,2.136113129,,0.77,3.4,0.54,6.29,0.84,842.63,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Monzonite/Dacite,AGQM,Plutonic,Quartz monzonite,AGQML5z16,,,,23.137,0.099,4.28,,,,23.137,4.278860699,,0.73,0.35,0.13,2.61,0.09,88.17,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Monzonite/Dacite,AGQM,Plutonic,Quartz monzonite,AGQML5z17,,,,23.153,0.03,1.3,,,,23.153,1.295728415,,0.81,4.5,0.27,16.61,1.12,1115.35,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Monzonite/Dacite,AGQM,Plutonic,Quartz monzonite,AGQMLz3,,,,23.251,0.15,6.45,,,,23.251,6.451335426,,0.84,3.95,1.63,2.42,0.97,966.12,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Monzonite/Dacite,AGQM,Plutonic,Quartz monzonite,AGQMLz7,,,,23.146,0.032,1.38,,,,23.146,1.382528299,,0.73,18.32,1.46,12.53,4.63,4633.54,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Monzonite/Dacite,AGQM,Plutonic,Quartz monzonite,AGQMLz8,,,,23.215,0.072,3.1,,,,23.215,3.101443033,,0.97,10.25,1.94,5.27,2.43,2433.94,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Monzonite/Dacite,AGQM,Plutonic,Quartz monzonite,AGQMMz3,,,,23.348,0.093,3.98,,,,23.348,3.983210553,,0.65,13.26,3.55,3.73,3.39,3388.65,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Monzonite/Dacite,AGQM,Plutonic,Quartz monzonite,AGQMMz7,,,,23.366,0.033,1.41,,,,23.366,1.412308482,,0.56,7.06,0.54,13.12,1.85,1846.12,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Monzonite/Dacite,AGQM,Plutonic,Quartz monzonite,AGQMMz10,,,,23.305,0.068,2.92,,,,23.305,2.917828792,,0.66,2.83,0.54,5.26,0.72,724.54,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Lake City,Resurgent Monzonite/Dacite,AGQM,Plutonic,Quartz monzonite,AGQMMz11,,,,23.314,0.02,0.86,,,,23.314,0.85785365,,0.6,18.94,0.44,42.84,4.92,4918.69,PU,2022,Pamukcu et al. (2022),https://doi.org/10.1130/GES02467.1,27,,,
Risco Bayo,RiscoBayoPluton,RB1604,Plutonic,Gabbro,z46,,,,12.76,0.071,5.56,,,,12.76,5.564263323,,3.6,6.08,1.28,4.75,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1604,Plutonic,Gabbro,z1,,,,7.193,0.014,1.95,,,,7.193,1.946336716,,1.46,66.66,1.07,62.22,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1604,Plutonic,Gabbro,z43,,,,7.166,0.021,2.93,,,,7.166,2.930505163,,0.93,19.65,0.69,28.47,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1604,Plutonic,Gabbro,z24,,,,7.061,0.015,2.12,,,,7.061,2.124344994,,1.68,9.06,0.45,19.93,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1604,Plutonic,Gabbro,z2_BS,,,,7.053,0.012,1.7,,,,7.053,1.701403658,,1.5,35.01,0.17,209.12,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1604,Plutonic,Gabbro,z4_BS,,,,7.048,0.022,3.12,,,,7.048,3.121452894,,1.09,1.46,0.22,6.7,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1604,Plutonic,Gabbro,z3_BS,,,,7.045,0.015,2.13,,,,7.045,2.129169624,,1.26,24.95,0.2,126.67,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1604,Plutonic,Gabbro,z6_BS,,,,7.041,0.017,2.41,,,,7.041,2.414429768,,1.09,18.13,0.29,61.93,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1604,Plutonic,Gabbro,z1_BS,,,,7.039,0.015,2.13,,,,7.039,2.130984515,,1.28,17.96,0.19,94.24,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1604,Plutonic,Gabbro,z12,,,,7.028,0.032,4.55,,,,7.028,4.553215709,,1.26,5.12,1.19,4.32,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1604,Plutonic,Gabbro,z47,,,,7.024,0.025,3.56,,,,7.024,3.559225513,,0.88,4.32,0.47,9.2,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1610,Plutonic,Diorite,z46,,,,7.136,0.077,10.79,,,,7.136,10.79035874,,1.41,0.94,0.56,1.67,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1610,Plutonic,Diorite,z18,,,,7.086,0.117,16.51,,,,7.086,16.51143099,,1.96,0.51,0.42,1.21,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1610,Plutonic,Diorite,z26,,,,7.074,0.033,4.66,,,,7.074,4.664970314,,1.37,0.51,0.12,4.07,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1610,Plutonic,Diorite,z95,,,,7.059,0.04,5.67,,,,7.059,5.666525004,,1.62,1.03,0.41,2.52,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1610,Plutonic,Diorite,z96,,,,7.04,0.038,5.4,,,,7.04,5.397727273,,1.26,1.09,0.41,2.63,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1610,Plutonic,Diorite,z92,,,,7.037,0.033,4.69,,,,7.037,4.689498366,,1.34,0.94,0.3,3.13,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1610,Plutonic,Diorite,z99,,,,7.027,0.083,11.81,,,,7.027,11.81158389,,1.48,0.61,0.55,1.13,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1610,Plutonic,Diorite,z93,,,,7.026,0.022,3.13,,,,7.026,3.131226872,,1.02,1.96,0.26,7.5,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1610,Plutonic,Diorite,z94,,,,7.024,0.059,8.4,,,,7.024,8.39977221,,1.27,0.51,0.29,1.76,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1610,Plutonic,Diorite,z98,,,,7.022,0.043,6.12,,,,7.022,6.123611507,,1.33,4.08,1.82,2.24,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1610,Plutonic,Diorite,z16,,,,7.009,0.076,10.84,,,,7.009,10.8432016,,1.35,0.74,0.45,1.64,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1607B,Plutonic,Granodiorite,z21,,,,88.481,0.077,0.87,,,,88.481,0.870243329,,0.9,51.07,0.54,94.75,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1607B,Plutonic,Granodiorite,z6,,,,10.71,0.021,1.96,,,,10.71,1.960784314,,0.38,6.85,0.41,16.73,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1607B,Plutonic,Granodiorite,z46,,,,7.004,0.025,3.57,,,,7.004,3.569388921,,0.77,2.87,0.58,4.95,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1607B,Plutonic,Granodiorite,z7,,,,7.003,0.025,3.57,,,,7.003,3.569898615,,0.76,1.65,0.47,3.52,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1607B,Plutonic,Granodiorite,z3,,,,6.997,0.014,2,,,,6.997,2.00085751,,0.81,4.33,0.32,13.47,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1607B,Plutonic,Granodiorite,z12,,,,6.992,0.021,3,,,,6.992,3.003432494,,0.62,1.8,0.41,4.39,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1607B,Plutonic,Granodiorite,z14,,,,6.98,0.045,6.45,,,,6.98,6.446991404,,0.93,2,0.8,2.52,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1607B,Plutonic,Granodiorite,z99,,,,6.971,0.019,2.73,,,,6.971,2.725577392,,0.68,6.23,1.21,5.13,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,RiscoBayoPluton,RB1607B,Plutonic,Granodiorite,z25,,,,6.958,0.053,7.62,,,,6.958,7.61713136,,0.74,3.64,2.51,1.45,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,HuemulPluton,HC1305,Plutonic,Quartzmonzonite,z33,,,,6.384,0.022,3.45,,,,6.384,3.446115288,,0.71,1.14,0.29,4,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,HuemulPluton,HC1305,Plutonic,Quartzmonzonite,z21,,,,6.383,0.021,3.29,,,,6.383,3.289989033,,0.86,2.06,0.49,4.18,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,HuemulPluton,HC1305,Plutonic,Quartzmonzonite,z3_BS,,,,6.371,0.029,4.55,,,,6.371,4.551875687,,0.78,1.41,0.53,2.67,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,HuemulPluton,HC1305,Plutonic,Quartzmonzonite,z20,,,,6.358,0.036,5.66,,,,6.358,5.662157911,,0.69,2.99,1.43,2.1,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,HuemulPluton,HC1305,Plutonic,Quartzmonzonite,z1_BS,,,,6.349,0.019,2.99,,,,6.349,2.992597259,,0.63,2.21,0.39,5.59,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,HuemulPluton,HC1305,Plutonic,Quartzmonzonite,z38,,,,6.345,0.019,2.99,,,,6.345,2.994483846,,0.7,1.63,0.23,7.14,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,HuemulPluton,HC1305,Plutonic,Quartzmonzonite,z16,,,,6.343,0.019,3,,,,6.343,2.995428031,,0.68,3.55,0.59,6.05,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,HuemulPluton,HC1305,Plutonic,Quartzmonzonite,z24,,,,6.343,0.036,5.68,,,,6.343,5.675547848,,0.6,2.46,0.91,2.72,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,HuemulPluton,HC1305,Plutonic,Quartzmonzonite,z2_BS,,,,6.335,0.032,5.05,,,,6.335,5.051302289,,0.6,2.68,1.13,2.38,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,HuemulPluton,HC1305,Plutonic,Quartzmonzonite,z13,,,,6.328,0.052,8.22,,,,6.328,8.217446271,,0.63,1.14,0.58,1.95,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,HuemulPluton,HC1301,Plutonic,Granite,z7,,,,6.365,0.071,11.15,,,,6.365,11.15475255,,1.52,0.74,0.45,1.65,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,HuemulPluton,HC1301,Plutonic,Granite,z30,,,,6.334,0.126,19.89,,,,6.334,19.89264288,,0.91,0.18,0.21,0.84,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,HuemulPluton,HC1301,Plutonic,Granite,z36,,,,6.307,0.025,3.96,,,,6.307,3.963849691,,0.57,2.52,0.9,2.79,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,HuemulPluton,HC1301,Plutonic,Granite,z8,,,,6.27,0.049,7.81,,,,6.27,7.814992026,,0.81,0.46,0.31,1.5,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
Risco Bayo,HuemulPluton,HC1301,Plutonic,Granite,z1_BS,,,,6.261,0.018,2.87,,,,6.261,2.874940105,,0.6,1.14,0.28,4.04,,,PU,2021,Schaen et al. (2021),https://doi.org/10.1126/sciadv.abf0604,28, ,,
